Sentence,Labels
I earned a BSc AI from the University of Melbourne.,O O O B-Degree I-Degree O O B-ORG I-ORG I-ORG
I have a diploma in Cyber Security from Coursera.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I completed a BSc in Information Technology from NED University.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I hold a Bachelors in Computing from the University of Science and Technology.,O O O B-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG I-ORG
I graduated with a MSCS from the University of Illinois.,O O O O B-Degree O O B-ORG I-ORG I-ORG
I have a BS in Artificial Intelligence from the University of Karachi.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed my Maters in Data Science from Harvard University.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I earned a diploma in Machine Learning from General Assembly.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I graduated with a BSc in Software Engineering from the University of Faisalabad.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed my PhD in Data Science from Stanford University.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
"I hold a Bachelors in Computer Science, BCS from Ghulam Ishaq Khan Institute.",O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I graduated with a Maters in Cyber Security from the University of Washington.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I earned a BSCS from the University of Karachi.,O O O B-Degree O O B-ORG I-ORG I-ORG
I completed my MS in AI from the University of Queensland.,O O O B-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I have a BSc in Computing from NUST.,O O O B-Degree I-Degree I-Degree O B-ORG
I graduated with an MS in Robotics from Carnegie Mellon University.,O O O O B-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I completed my Maters in Cyber Security at MIT.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I earned a diploma in Data Science from edX.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
"I hold a Bachelors in Information Systems, BIS from the University of Balochistan.",O O O B-Degree I-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I graduated with a BSc in Computer Science from NED University.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I have a PhD in Artificial Intelligence from the University of Illinois.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed my MS in Software Engineering from the University of Karachi.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I earned a BS in Software Development from GIKI.,O O O B-Degree I-Degree I-Degree O B-ORG
I graduated with a BSc in Data Science from the University of Southern California.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG
I completed my Maters in Information Technology from the University of Melbourne.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I have a Bachelors in Cyber Security from the University of Central Punjab.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG
I graduated with an MS in AI from UC Berkeley.,O O O O B-Degree I-Degree I-Degree O B-ORG I-ORG
I completed my BSc in Cyber Security from LUMS.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I earned a diploma in AI from LinkedIn Learning.,O O O B-Degree I-Degree I-Degree O B-ORG I-ORG
I graduated with a Maters in Robotics from the University of Southern California.,O O O O B-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG
I have a BSc in Computing from UET Taxila.,O O O B-Degree I-Degree I-Degree O B-ORG I-ORG
I completed my PhD in Cyber Security from the University of Toronto.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I have a BS in Computer Science from the University of Punjab.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed my MS in Software Engineering at LUMS.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
"I earned a PhD in Data Science from the National University of Sciences and Technology, NUST.",O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I graduated with a BSc in Information Technology from Karachi Institute of Economics and Technology.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I hold a Bachelors in Artificial Intelligence from the University of Lahore.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
"I completed my Maters in Computer Science from the University of Engineering and Technology, UET Lahore.",O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"I have a BSc in Software Engineering from the Institute of Business Administration, IBA.",O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG I-ORG
I graduated with a BSc in Data Science from COMSATS University Islamabad.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I completed my MS in AI from the University of Karachi.,O O O B-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I have a Bachelors in Information Technology from the University of Faisalabad.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I earned a diploma in Data Science from the National College of Arts.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG
I graduated with a BSc in Computing from the University of Gujrat.,O O O O B-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed my MS in Cyber Security from the University of Peshawar.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I hold a PhD in Computer Science from the University of Science and Technology.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG I-ORG
I earned a BSc in Software Engineering from Ghulam Ishaq Khan Institute.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I completed my Maters in Data Analytics from Bahria University.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I graduated with a BSCS from the University of Central Punjab.,O O O O B-Degree O O B-ORG I-ORG I-ORG I-ORG
I have a diploma in Cyber Security from Aptech.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I earned my MS in Information Technology from the University of Azad Jammu and Kashmir.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I completed my BSc in Artificial Intelligence from the University of Sargodha.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I have a Bachelors in Data Science from Beaconhouse National University.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
"I graduated with a MS in Software Engineering from the University of Management and Technology, UMT.",O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG I-ORG B-ORG
I completed my Maters in Cyber Security from FAST NU.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I hold a BSc in Computer Science from the University of Multan.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I earned a diploma in Machine Learning from the Institute of Business Management.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG
"I graduated with a BSc in Software Engineering from the University of Engineering and Technology, UET Taxila.","O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG I-ORG, B-ORG I-ORG"
I completed my MS in Data Science from the University of Information Technology and Management.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I have a PhD in Software Engineering from the University of Karachi.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I graduated with a BS in Computing from Punjab University.,O O O O B-Degree I-Degree I-Degree O B-ORG I-ORG
I completed my Maters in Information Systems from the University of Science and Technology.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG
I earned a Bachelors in Cyber Security from the National University of Computer and Emerging Sciences.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I graduated with an MS in Data Analytics from the University of Peshawar.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I have a BSc in Computer Engineering from the University of Bahawalpur.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed my diploma in AI from Pakistan Institute of Engineering and Applied Sciences.,O O O B-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I hold a BSc in Cyber Security from the University of Technology.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I graduated with a Maters in Machine Learning from the University of Karachi.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I have a PhD in AI from the University of Lahore.,O O O B-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
"I earned my Bachelors in Information Technology from the University of Engineering and Technology, UET Peshawar.","O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG"
I completed my MS in Computing from the University of Central Punjab.,O O O B-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG
I have a diploma in Data Science from Syed Babar Ali School of Science and Engineering.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I graduated with a BS in Computer Science from the University of Swat.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed my Maters in Software Engineering from the University of Gujranwala.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I earned a BSc in Information Technology from the Institute of Southern Punjab.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG
"I have a MS in Cyber Security from the National University of Sciences and Technology, NUST.",O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I graduated with a BSc in Data Science from the University of Islamabad.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed my PhD in Computer Science from NED University.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I have a Bachelors in Computer Science from NUST.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I graduated with a Maters in AI from the University of Punjab.,O O O O B-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed my PhD in Information Technology from the University of Karachi.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I hold a BS in Data Science from COMSATS.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I earned my MS in Software Engineering from the University of Lahore.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I graduated with a BSc in Artificial Intelligence from the University of Technology.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed my Maters in Cyber Security from LUMS.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I have a diploma in Data Analysis from the National College of Arts.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG
I earned a BSc in Software Development from Ghulam Ishaq Khan Institute.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I completed my MS in Computer Science from the University of Multan.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I hold a Bachelors in Software Engineering from FAST NU.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I graduated with a PhD in Machine Learning from the University of Science and Technology.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG I-ORG
I have a BSc in Computing from the University of Gujrat.,O O O B-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I earned a Maters in AI from the University of Peshawar.,O O O B-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed my diploma in Cyber Security from the Institute of Business Management.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG
I have a BS in Software Engineering from the University of Faisalabad.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I graduated with a BSc in Data Science from the University of Central Punjab.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG
I completed my MS in Information Technology from the University of Sargodha.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
"I earned my Bachelors in Information Systems from the University of Engineering and Technology, UET Lahore.",O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I graduated with a BSc in Computer Science from the University of Azad Jammu and Kashmir.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I completed my PhD in AI from the Institute of Southern Punjab.,O O O B-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG I-ORG
I have a Maters in Software Engineering from the University of Karachi.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I earned a diploma in Machine Learning from Syed Babar Ali School of Science and Engineering.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I graduated with a MS in Cyber Security from the University of Lahore.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
"I completed my BSc in Data Analytics from the National University of Sciences and Technology, NUST.",O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"I hold a Bachelors in Information Technology from the University of Management and Technology, UMT.",O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I graduated with a BS in Software Engineering from the University of Gujranwala.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I earned my MS in AI from the University of Islamabad.,O O O B-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I have a diploma in Data Science from the Karachi Institute of Economics and Technology.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I completed my BSc in Artificial Intelligence from the University of Swat.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I have a Maters in Cyber Security from the University of Technology.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I earned a PhD in Data Science from UET Peshawar.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I graduated with a Bachelors in Computer Science from the University of Karachi.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed my MS in Information Technology from the University of Science and Technology.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG I-ORG
I have a BS in Data Science from the University of Punjab.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I earned my diploma in Cyber Security from the National College of Arts.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG
I graduated with a BSc in Computing from Ghulam Ishaq Khan Institute.,O O O O B-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I completed my Maters in AI from the University of Lahore.,O O O B-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I have a PhD in Software Engineering from NED University.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I earned a Bachelors in Information Technology from the University of Faisalabad.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I graduated with a MS in Data Science from the University of Karachi.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed my diploma in AI from the University of Sargodha.,O O O B-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I have a BS in Software Engineering from the University of Multan.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I earned a Maters in Machine Learning from the University of Central Punjab.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG
I graduated with a PhD in Data Analytics from the University of Gujrat.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed my BSc in Artificial Intelligence from UMT.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I completed my Bachelors in Computer Science from National University of Sciences and Technology.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I have a Maters in Artificial Intelligence from Lahore University of Management Sciences.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG
I graduated with a PhD in Software Engineering from University of Karachi.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I hold a BS in Data Science from Ghulam Ishaq Khan Institute.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I earned my MS in Cyber Security from University of Lahore.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I graduated with a BSc in Computer Science from University of Punjab.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I have a diploma in Data Analytics from Institute of Business Administration.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I completed my Bachelors in Software Development from University of Central Punjab.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I earned a Maters in Machine Learning from National University of Computer and Emerging Sciences.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I graduated with a BSc in Information Technology from University of Sargodha.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I completed my PhD in Data Science from University of Science and Technology.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG
I have a BS in Cyber Security from University of Peshawar.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I earned my Maters in Information Technology from Institute of Southern Punjab.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I graduated with a diploma in AI from University of Engineering and Technology.,O O O O B-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG
I have a Bachelors in Software Engineering from University of Gujrat.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I completed my MS in Data Science from University of Multan.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I hold a BSc in Artificial Intelligence from National College of Arts.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I graduated with a PhD in Computer Science from University of Management and Technology.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG
I have a Bachelors in Information Systems from University of Technology.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I earned my Maters in Cyber Security from NED University.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I completed my diploma in Software Engineering from University of Faisalabad.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I graduated with a BS in Data Analytics from University of Azad Jammu and Kashmir.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I have a Maters in Software Engineering from University of Karachi.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I earned a BSc in Information Technology from University of Islamabad.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I graduated with a diploma in Data Science from Karachi Institute of Economics and Technology.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I completed my PhD in Artificial Intelligence from University of Swat.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I have a Bachelors in Cyber Security from University of Engineering and Technology Peshawar.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I earned my MS in Software Engineering from University of Gujranwala.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I graduated with a BS in Computer Science from National University of Sciences and Technology Islamabad.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I completed my Maters in Data Science from Institute of Business Management.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I have a PhD in Information Technology from University of Faisalabad.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I earned a diploma in Machine Learning from University of Central Punjab.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I graduated with a BSc in Computing from Ghulam Ishaq Khan Institute.,O O O O B-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I completed my Maters in AI from Lahore University of Management Sciences.,O O O B-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG
I have a BS in Data Science from University of Peshawar.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I earned my Maters in Software Development from National College of Arts.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I graduated with a diploma in Cyber Security from University of Technology.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I completed my PhD in Data Analytics from University of Science and Technology.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG
I have a Bachelors in Software Engineering from National University of Computer and Emerging Sciences.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I earned my MS in Information Systems from University of Gujrat.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I graduated with a BS in Cyber Security from University of Karachi.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I completed my diploma in Data Science from Institute of Southern Punjab.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I have a Maters in Information Technology from University of Lahore.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I earned a BSc in Artificial Intelligence from University of Sargodha.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I graduated with a PhD in Software Engineering from National University of Sciences and Technology.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I completed my Bachelors in Data Analytics from University of Engineering and Technology Peshawar.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I completed my Bachelors of Science in Computer Engineering from University of Peshawar.,O O O B-Degree I-Degree I-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I have a Maters degree in Data Science from University of Oxford.,O O O B-Degree I-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I earned my PhD in Machine Learning from University of Cambridge.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I graduated with a BS in Artificial Intelligence from University of Karachi.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I hold a Maters in Information Systems from University of Central Punjab.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I completed my diploma in Software Development from Lahore Institute of Computer Science.,O O O B-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG
I graduated with a BSc in Cyber Security from University of Sciences.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I have a Maters in Computer Science from University of Melbourne.,O O B-Degree I-Degree I-Degree O B-ORG I-ORG
I earned a Bachelors in Information Technology from NUST.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I completed my PhD in Data Science from University of Engineering and Technology.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG
I graduated with a BS in Computer Science from Institute of Business Management.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I have a Maters degree in Software Engineering from University of California.,O O O B-Degree I-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I earned my BSc in Data Analytics from University of Karachi.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I completed my Maters in Machine Learning from University of Toronto.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I graduated with a diploma in Data Science from University of Gujrat.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I have a Bachelors in Artificial Intelligence from University of Sargodha.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I earned my PhD in Information Technology from National University of Sciences and Technology.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I graduated with a BS in Software Engineering from University of Lahore.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I completed my Maters in Cyber Security from University of Edinburgh.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I have a BSc in Computer Science from University of Science and Technology.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG
I earned my diploma in Software Engineering from Institute of Southern Punjab.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I completed my Maters in Data Science from University of Warwick.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I graduated with a PhD in Artificial Intelligence from University of Birmingham.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I have a Bachelors in Cyber Security from Ghulam Ishaq Khan Institute.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I earned my MS in Information Technology from University of Multan.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I graduated with a BS in Software Development from University of Karachi.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I completed my diploma in Data Analytics from University of Islamabad.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I have a Maters in Information Systems from University of Glasgow.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I earned a BSc in Data Science from University of Engineering and Technology Peshawar.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I graduated with a PhD in Cyber Security from National College of Arts.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I completed my Maters in AI from University of Lahore.,O O O B-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I have a Bachelors in Software Engineering from University of Punjab.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I earned my MS in Computer Science from University of Karachi.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I graduated with a BS in Data Analytics from University of Faisalabad.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I completed my diploma in Cyber Security from University of Swat.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I have a Maters in Artificial Intelligence from University of Southern California.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
